split,index,filename,pattern,label,sample_rate,channels,duration_s,format,bytes
train,3362,1abbb118-4514-435e-b7da-959e9c0f00d3.flac,#abbb#-#-#e-b#da-#e#c#f#d#.flac,answering_machine,16000,1,3.508875,FLAC,55641
train,3363,16b0435e-fdc5-4032-97cd-74b596451901.flac,#b#e-fdc#-#-#cd-#b#.flac,voicemail,16000,1,10.0916875,FLAC,188764
train,3364,response_37.wav,response_#.wav,human,8000,1,19.968,WAV,159802
train,3365,voicemail_00180.wav,voicemail_#.wav,voicemail,16000,1,10.0,WAV,320044
train,3366,02147335-aa98-411d-b8d8-6b9662afd01a.flac,#-aa#-#d-b#d#-#b#afd#a.flac,ivr,16000,1,9.16,FLAC,178836
train,3367,ivr_00203.wav,ivr_#.wav,ivr,16000,1,10.0,WAV,320044
train,3368,incomplete_359e2418-69bc-487e-b81d-8f71ee17c45d_normalized.flac,incomplete_#e#-#bc-#e-b#d-#f#ee#c#d_normalized.flac,human,16000,1,3.36,FLAC,60970
train,3369,60268cf6c7abb7f8321389e6.wav,#cf#c#abb#f#e#.wav,human,8000,1,18.2045,WAV,145694
train,3370,voicemail_00202.wav,voicemail_#.wav,voicemail,16000,1,10.0,WAV,320044
train,3371,am_00211.wav,am_#.wav,answering_machine,16000,1,10.0,WAV,320044
train,3372,0a5bd2e8-9352-4838-82df-10fe2c371b98.flac,#a#bd#e#-#-#-#df-#fe#c#b#.flac,voicemail,16000,1,5.7120625,FLAC,93958
train,3373,006eefc0-921f-494e-a170-c7e102ff169d.flac,#eefc#-#f-#e-a#-c#e#ff#d.flac,ivr,16000,1,4.6,FLAC,95764
train,3374,0348678b-fb88-4315-95b4-dbef909762a4.flac,#b-fb#-#-#b#-dbef#a#.flac,ivr,16000,1,4.6,FLAC,89746
train,3375,0278dd9d-ea5e-4494-a83d-10febb208d09.flac,#dd#d-ea#e-#-a#d-#febb#d#.flac,ivr,16000,1,9.24,FLAC,178529
train,3376,1b7a59e7-e609-457c-8caa-f28063dc6e3b.flac,#b#a#e#-e#-#c-#caa-f#dc#e#b.flac,answering_machine,16000,1,4.5863125,FLAC,85287
train,3377,1af5c892-19e6-476a-8664-fc950c9d9c70.flac,#af#c#-#e#-#a-#-fc#c#d#c#.flac,voicemail,16000,1,5.09675,FLAC,99940
train,3378,60268aefdc3604f481bcb70b.wav,#aefdc#f#bcb#b.wav,human,8000,1,17.834625,WAV,142736
train,3379,03344272-3b9c-42d6-8500-220398c4a84b.flac,#-#b#c-#d#-#-#c#a#b.flac,ivr,16000,1,8.24,FLAC,153628
train,3380,0fcfc805-591b-4428-97a8-7e001c8a098a.flac,#fcfc#-#b-#-#a#-#e#c#a#a.flac,answering_machine,16000,1,11.52,FLAC,227784
train,3381,014f10d3-0b7c-46ec-ab1f-1501bfc238b3.flac,#f#d#-#b#c-#ec-ab#f-#bfc#b#.flac,ivr,16000,1,10.56,FLAC,208814
train,3382,6026613ac7abb7f832138182.wav,#ac#abb#f#.wav,human,8000,1,4.949375,WAV,39654
train,3383,00e47797-38aa-44c7-af6c-2d45bf10791c.flac,#e#-#aa-#c#-af#c-#d#bf#c.flac,ivr,16000,1,7.84,FLAC,147574
train,3384,0286789c-1f96-4a00-a164-f16bbf4ce890.flac,#c-#f#-#a#-a#-f#bbf#ce#.flac,voicemail,16000,1,3.7054375,FLAC,69080
train,3385,07d8c385-108f-4882-8993-33d0e38a2a90.flac,#d#c#-#f-#-#-#d#e#a#a#.flac,voicemail,16000,1,11.4,FLAC,217240
train,3386,08edc834-f923-4be1-a10e-25758d23af7f.flac,#edc#-f#-#be#-a#e-#d#af#f.flac,voicemail,16000,1,12.5316875,FLAC,235692
train,3387,12ab9823-a520-4ab7-ac67-2ee7b83cd06a.flac,#ab#-a#-#ab#-ac#-#ee#b#cd#a.flac,voicemail,16000,1,4.0971875,FLAC,79012
train,3388,1d57f673-c670-4626-b05c-c6747f3951a8.flac,#d#f#-c#-#-b#c-c#f#a#.flac,answering_machine,16000,1,2.77325,FLAC,41626
train,3389,10b2f4c7-d2e4-4026-9601-9e05837001f1.flac,#b#f#c#-d#e#-#-#-#e#f#.flac,answering_machine,16000,1,7.68,FLAC,157243
train,3390,complete_2192cdeaa25a4040a8065b481df33635.flac,complete_#cdeaa#a#a#b#df#.flac,human,16000,1,1.43025,FLAC,18676
train,3391,6026621ac7abb7f8321381d2.wav,#ac#abb#f#d#.wav,human,8000,1,19.712,WAV,157754
train,3392,response_18.wav,response_#.wav,human,8000,1,4.437375,WAV,35558
train,3393,carrier_es_voicemail_00225.wav,carrier_es_voicemail_#.wav,voicemail,16000,1,9.772,WAV,312748
train,3394,fr_human_real_00056.wav,fr_human_real_#.wav,human,16000,1,6.912,WAV,221228
train,3395,018bcd7a-e6a1-46bc-9d86-966bff96fb47.flac,#bcd#a-e#a#-#bc-#d#-#bff#fb#.flac,ivr,16000,1,6.0,FLAC,111581
train,3396,113ab672-a9c2-4021-9108-c0ed1514d02c.flac,#ab#-a#c#-#-#-c#ed#d#c.flac,voicemail,16000,1,13.7610625,FLAC,283707
train,3397,complete_ee86ae5a-578e-4c89-ae67-d841aada40a0_normalized.flac,complete_ee#ae#a-#e-#c#-ae#-d#aada#a#_normalized.flac,human,16000,1,6.9,FLAC,111565
train,3398,am_00150.wav,am_#.wav,answering_machine,16000,1,10.0,WAV,320044
train,3399,complete_48c4287d-c8a2-4f7a-92d7-8c2a4a8c04f3_normalized.flac,complete_#c#d-c#a#-#f#a-#d#-#c#a#a#c#f#_normalized.flac,human,16000,1,4.49625,FLAC,83118
train,3400,1d11f63d-2402-47d9-ada9-546529b947a3.flac,#d#f#d-#-#d#-ada#-#b#a#.flac,answering_machine,16000,1,2.164,FLAC,39741
train,3401,0a6d6f6c-8eb9-4ee7-a219-3600c9712186.flac,#a#d#f#c-#eb#-#ee#-a#-#c#.flac,voicemail,16000,1,4.713625,FLAC,92100
train,3402,0e45ba58-ac51-47e1-81c8-573de3910285.flac,#e#ba#-ac#-#e#-#c#-#de#.flac,answering_machine,16000,1,7.06,FLAC,148462
train,3403,fr_human_tts_00085.wav,fr_human_tts_#.wav,human,16000,1,3.504,WAV,112172
train,3404,1afdcf21-305d-45b7-b952-46e1a5548133.flac,#afdcf#-#d-#b#-b#-#e#a#.flac,voicemail,16000,1,13.8921875,FLAC,291734
train,3405,027e0792-81d6-43db-a2f3-afb7d323eaf4.flac,#e#-#d#-#db-a#f#-afb#d#eaf#.flac,ivr,16000,1,6.88,FLAC,122141
train,3406,am_00364.wav,am_#.wav,answering_machine,16000,1,10.0,WAV,320044
train,3407,incomplete_46a1d366-b002-4aa0-aac6-8d2456cc69df_normalized.flac,incomplete_#a#d#-b#-#aa#-aac#-#d#cc#df_normalized.flac,human,16000,1,5.66,FLAC,83879
train,3408,01736bde-7e73-4707-ae33-2e7b8946e5f7.flac,#bde-#e#-#-ae#-#e#b#e#f#.flac,ivr,16000,1,5.32,FLAC,123110
train,3409,1a3e2dbb-4b35-42d1-a62e-b2e389815934.flac,#a#e#dbb-#b#-#d#-a#e-b#e#.flac,voicemail,16000,1,10.28625,FLAC,201241
train,3410,complete_77d35a05-2deb-48c0-a388-ee6e2d0d1180_normalized.flac,complete_#d#a#-#deb-#c#-a#-ee#e#d#d#_normalized.flac,human,16000,1,2.45525,FLAC,49610
train,3411,0c56de1f-586a-44ad-82a4-cfe5829d1b87.flac,#c#de#f-#a-#ad-#a#-cfe#d#b#.flac,answering_machine,16000,1,3.880375,FLAC,51604
train,3412,ivr_00070.wav,ivr_#.wav,ivr,16000,1,8.112,WAV,259628
train,3413,incomplete_aff48d09-96d2-413f-87de-056125a32013_normalized.flac,incomplete_aff#d#-#d#-#f-#de-#a#_normalized.flac,human,16000,1,6.22,FLAC,102191
train,3414,021d45d2-a6ce-4648-bf69-8d9fb786606d.flac,#d#d#-a#ce-#-bf#-#d#fb#d.flac,ivr,16000,1,9.56,FLAC,204824
train,3415,006a0bd4-b1c3-4eec-ae46-09c8c4722262.flac,#a#bd#-b#c#-#eec-ae#-#c#c#.flac,ivr,16000,1,9.88,FLAC,198269
train,3416,05509ad1-fe1f-4c07-bef0-9e9f50ff77f2.flac,#ad#-fe#f-#c#-bef#-#e#f#ff#f#.flac,voicemail,16000,1,12.85025,FLAC,261956
train,3417,0583b188-a7ed-4cce-ac4f-77c71129265a.flac,#b#-a#ed-#cce-ac#f-#c#a.flac,voicemail,16000,1,11.01225,FLAC,227447
train,3418,carrier_fr_answering_machine_00158.wav,carrier_fr_answering_machine_#.wav,answering_machine,16000,1,10.0,WAV,320044
train,3419,carrier_en_answering_machine_00510.wav,carrier_en_answering_machine_#.wav,answering_machine,16000,1,8.365875,WAV,267752
train,3420,182cadb6-33b6-4fbd-96e9-57a4b5c2d994.flac,#cadb#-#b#-#fbd-#e#-#a#b#c#d#.flac,voicemail,16000,1,11.966375,FLAC,245149
train,3421,complete_2b0990f2-4e33-43fb-9c21-6e15c23b5242_normalized.flac,complete_#b#f#-#e#-#fb-#c#-#e#c#b#_normalized.flac,human,16000,1,2.496,FLAC,51490
train,3422,carrier_fr_voicemail_00032.wav,carrier_fr_voicemail_#.wav,voicemail,16000,1,10.0,WAV,320044
train,3423,am_00213.wav,am_#.wav,answering_machine,16000,1,9.787375,WAV,313240
train,3424,am_00255.wav,am_#.wav,answering_machine,16000,1,10.0,WAV,320044
train,3425,031d67b7-8cbd-4592-83cd-83611ed1739e.flac,#d#b#-#cbd-#-#cd-#ed#e.flac,ivr,16000,1,4.48,FLAC,83227
train,3426,0015b7fa-db6b-48b9-8678-ba4495fff9c5.flac,#b#fa-db#b-#b#-#-ba#fff#c#.flac,ivr,16000,1,9.92,FLAC,213244
train,3427,0fd78861-5df5-46a3-8a74-a1c20d68d203.flac,#fd#-#df#-#a#-#a#-a#c#d#d#.flac,answering_machine,16000,1,4.864,FLAC,96332
train,3428,0c6ab1d5-9e16-4b02-bb17-8499f9052923.flac,#c#ab#d#-#e#-#b#-bb#-#f#.flac,answering_machine,16000,1,2.458625,FLAC,49752
train,3429,human_tts_00111.wav,human_tts_#.wav,human,16000,1,2.832,WAV,90668
train,3430,00e720c6-caea-454b-a909-db1c62518487.flac,#e#c#-caea-#b-a#-db#c#.flac,ivr,16000,1,7.68,FLAC,163167
train,3431,01216ea2-3aae-4132-9dbc-948d0cc939b3.flac,#ea#-#aae-#-#dbc-#d#cc#b#.flac,ivr,16000,1,6.4,FLAC,127022
train,3432,0159caa1-394c-4d6c-a1cb-8157cfecb322.flac,#caa#-#c-#d#c-a#cb-#cfecb#.flac,ivr,16000,1,11.8,FLAC,247683
train,3433,171d71bb-5b11-4c0f-84cb-db36d0a5b65f.flac,#d#bb-#b#-#c#f-#cb-db#d#a#b#f.flac,answering_machine,16000,1,16.0,FLAC,342067
train,3434,1c611442-4f6a-4cd5-bb5e-fa1f4e45cad1.flac,#c#-#f#a-#cd#-bb#e-fa#f#e#cad#.flac,voicemail,16000,1,14.9421875,FLAC,250548
train,3435,complete_7bbd0e551ca24492a5cea7f8de8898a8.flac,complete_#bbd#e#ca#a#cea#f#de#a#.flac,human,16000,1,1.52325,FLAC,24030
train,3436,1b7d51bb-4412-403d-a58e-fc96418e3344.flac,#b#d#bb-#-#d-a#e-fc#e#.flac,answering_machine,16000,1,8.533375,FLAC,179900
train,3437,voicemail_00156.wav,voicemail_#.wav,voicemail,16000,1,9.3536875,WAV,299362
train,3438,03e70e4d-78f6-452b-b093-79276852a9d4.flac,#e#e#d-#f#-#b-b#-#a#d#.flac,voicemail,16000,1,13.324625,FLAC,289468
train,3439,00b8406d-c368-429d-a550-6078d716f08b.flac,#b#d-c#-#d-a#-#d#f#b.flac,ivr,16000,1,10.84,FLAC,229910
train,3440,complete_21c6251b-4f66-4814-97a6-fbccd94a7a09_normalized.flac,complete_#c#b-#f#-#-#a#-fbccd#a#a#_normalized.flac,human,16000,1,2.752,FLAC,61451
train,3441,6026632dc7abb7f832138266.wav,#dc#abb#f#.wav,human,8000,1,4.181375,WAV,33510
train,3442,voicemail_00211.wav,voicemail_#.wav,voicemail,16000,1,9.8036875,WAV,313762
train,3443,voicemail_00398.wav,voicemail_#.wav,voicemail,16000,1,10.0,WAV,320044
train,3444,024905c9-b887-4648-8742-01b5abb628f5.flac,#c#-b#-#-#-#b#abb#f#.flac,ivr,16000,1,4.36,FLAC,80407
train,3445,015ad0e8-6980-4318-b826-acccdbbfb073.flac,#ad#e#-#-#-b#-acccdbbfb#.flac,ivr,16000,1,3.64,FLAC,69970
train,3446,00c7ca0d-18eb-45d0-ac2c-0fa351bd6ecd.flac,#c#ca#d-#eb-#d#-ac#c-#fa#bd#ecd.flac,voicemail,16000,1,5.7353125,FLAC,113293
train,3447,response_42.wav,response_#.wav,human,8000,1,6.741375,WAV,53990
train,3448,602bad46963e11ccd901cdd6.wav,#bad#e#ccd#cdd#.wav,human,8000,1,5.034625,WAV,40336
train,3449,0a4cceca-7f66-4b60-8075-6014a2a8e3de.flac,#a#cceca-#f#-#b#-#-#a#a#e#de.flac,answering_machine,16000,1,5.5303125,FLAC,97594
train,3450,602666e3c7abb7f832138549.wav,#e#c#abb#f#.wav,human,8000,1,14.08,WAV,112698
train,3451,0b7933be-ffe4-48db-b5d1-1d9546bc79a6.flac,#b#be-ffe#-#db-b#d#-#d#bc#a#.flac,voicemail,16000,1,4.9185,FLAC,79757
train,3452,60266427c421a821df7c1724.wav,#c#a#df#c#.wav,human,8000,1,13.932,WAV,111514
train,3453,08661e3a-74bc-4034-970f-2d481d57a884.flac,#e#a-#bc-#-#f-#d#d#a#.flac,voicemail,16000,1,12.706,FLAC,234207
train,3454,0f5a9b2f-ad7b-41d9-aeb4-270f51ce69a8.flac,#f#a#b#f-ad#b-#d#-aeb#-#f#ce#a#.flac,voicemail,16000,1,5.4566875,FLAC,107259
train,3455,es_human_real_00283.wav,es_human_real_#.wav,human,16000,1,10.0,WAV,320044
train,3456,197718ab-d5ea-4b0d-b22b-0a0d5ffed986.flac,#ab-d#ea-#b#d-b#b-#a#d#ffed#.flac,voicemail,16000,1,12.8301875,FLAC,245082
train,3457,response_8.wav,response_#.wav,human,8000,1,12.458625,WAV,99728
train,3458,ivr_00040.wav,ivr_#.wav,ivr,16000,1,10.0,WAV,320044
train,3459,am_00214.wav,am_#.wav,answering_machine,16000,1,10.0,WAV,320044
train,3460,incomplete_5fac4fb2-13a0-483e-958f-4dc3a1305fed_normalized.flac,incomplete_#fac#fb#-#a#-#e-#f-#dc#a#fed_normalized.flac,human,16000,1,5.56,FLAC,87660
train,3461,091c8547-7ced-4cf1-893a-e58dfb6f0f65.flac,#c#-#ced-#cf#-#a-e#dfb#f#f#.flac,answering_machine,16000,1,13.3729375,FLAC,255735
train,3462,01f9246c-2799-46c0-9890-c4d790aadda3.flac,#f#c-#-#c#-#-c#d#aadda#.flac,answering_machine,16000,1,3.513,FLAC,74347
train,3463,0273bb12-b44f-499a-8429-dbb5226fd610.flac,#bb#-b#f-#a-#-dbb#fd#.flac,ivr,16000,1,7.36,FLAC,137881
train,3464,16122446-01f2-4de3-98ad-9e3558116dfb.flac,#-#f#-#de#-#ad-#e#dfb.flac,voicemail,16000,1,16.0,FLAC,309906
train,3465,human_real_00017.wav,human_real_#.wav,human,16000,1,5.632,WAV,180268
train,3466,incomplete_07727341-ff90-4e5d-a0c5-ff8fca637415_normalized.flac,incomplete_#-ff#-#e#d-a#c#-ff#fca#_normalized.flac,human,16000,1,3.436875,FLAC,71027
train,3467,response_39.wav,response_#.wav,human,8000,1,9.301375,WAV,74470
train,3468,60268fbac7abb7f832138d21.wav,#fbac#abb#f#d#.wav,human,8000,1,4.179625,WAV,33496
train,3469,0283e3fb-b2d7-463c-a895-f905ac496e35.flac,#e#fb-b#d#-#c-a#-f#ac#e#.flac,ivr,16000,1,17.68,FLAC,349996
train,3470,035f1883-9a94-4fc1-9f54-4eae0eab5b78.flac,#f#-#a#-#fc#-#f#-#eae#eab#b#.flac,ivr,16000,1,3.2,FLAC,62566
train,3471,carrier_en_ivr_00472.wav,carrier_en_ivr_#.wav,ivr,16000,1,10.0,WAV,320044
train,3472,02b85c78-1270-4080-a5df-eda1740f75af.flac,#b#c#-#-#-a#df-eda#f#af.flac,ivr,16000,1,7.92,FLAC,163451
train,3473,complete_18670bc7-4443-4526-8bce-933c54957e9a_normalized.flac,complete_#bc#-#-#-#bce-#c#e#a_normalized.flac,human,16000,1,4.672,FLAC,97595
train,3474,carrier_es_voicemail_00210.wav,carrier_es_voicemail_#.wav,voicemail,16000,1,9.0761875,WAV,290482
train,3475,1c405559-3f3f-4d5a-9a53-d2d823dd6ff9.flac,#c#-#f#f-#d#a-#a#-d#d#dd#ff#.flac,voicemail,16000,1,3.2611875,FLAC,40260
train,3476,incomplete_623e0066ba4341728b1dd263243fffe1.flac,incomplete_#e#ba#b#dd#fffe#.flac,human,16000,1,1.1860625,FLAC,14184
train,3477,05ef6dc2-1deb-4cdf-8b0e-fbb1fbec3f44.flac,#ef#dc#-#deb-#cdf-#b#e-fbb#fbec#f#.flac,voicemail,16000,1,11.4223125,FLAC,240011
train,3478,incomplete_0aff3803-2d1e-4bdd-a711-12e3e4f899a1_normalized.flac,incomplete_#aff#-#d#e-#bdd-a#-#e#e#f#a#_normalized.flac,human,16000,1,3.66625,FLAC,75927
train,3479,carrier_de_ivr_00355.wav,carrier_de_ivr_#.wav,ivr,16000,1,7.8,WAV,249644
train,3480,voicemail_00105.wav,voicemail_#.wav,voicemail,16000,1,10.0,WAV,320044
train,3481,029d0d1c-1ef8-48c3-90bb-c381758a1b55.flac,#d#d#c-#ef#-#c#-#bb-c#a#b#.flac,ivr,16000,1,8.44,FLAC,172503
train,3482,00c3945e-aa5d-480b-9bd0-52d66bb70048.flac,#c#e-aa#d-#b-#bd#-#d#bb#.flac,ivr,16000,1,13.96,FLAC,287458
train,3483,fr_am_00210.wav,fr_am_#.wav,answering_machine,16000,1,10.0,WAV,320044
train,3484,1c756fd7-023e-44a4-b1ff-fcdf2b62238a.flac,#c#fd#-#e-#a#-b#ff-fcdf#b#a.flac,voicemail,16000,1,3.140875,FLAC,65536
train,3485,1141ccda-db84-433a-80dc-3735f1899ec3.flac,#ccda-db#-#a-#dc-#f#ec#.flac,voicemail,16000,1,3.48425,FLAC,51603
train,3486,voicemail_00277.wav,voicemail_#.wav,voicemail,16000,1,10.0,WAV,320044
train,3487,human_tts_00002.wav,human_tts_#.wav,human,16000,1,4.2,WAV,134444
train,3488,155f2b51-bd96-4507-b673-fc4d9f7ebd06.flac,#f#b#-bd#-#-b#-fc#d#f#ebd#.flac,voicemail,16000,1,12.3875,FLAC,248734
train,3489,de_human_tts_00462.wav,de_human_tts_#.wav,human,16000,1,3.456,WAV,110636
train,3490,001d1b13-119a-4fec-a3bc-09f4e2593748.flac,#d#b#-#a-#fec-a#bc-#f#e#.flac,ivr,16000,1,7.0,FLAC,158454
train,3491,028d82a2-ab7d-4553-95a0-e2f164bb65fe.flac,#d#a#-ab#d-#-#a#-e#f#bb#fe.flac,ivr,16000,1,10.92,FLAC,211960
train,3492,00824ea3-b138-4e5f-8aa7-ed44926172d5.flac,#ea#-b#-#e#f-#aa#-ed#d#.flac,ivr,16000,1,6.84,FLAC,143764
train,3493,response_5.wav,response_#.wav,human,8000,1,3.072,WAV,24634
train,3494,10311901-b99d-4990-b79c-8bb0e18155aa.flac,#-b#d-#-b#c-#bb#e#aa.flac,answering_machine,16000,1,12.2740625,FLAC,246304
train,3495,0036dd03-fe11-4e64-b20b-71d33466c481.flac,#dd#-fe#-#e#-b#b-#d#c#.flac,ivr,16000,1,5.68,FLAC,112591
train,3496,60268f37dc3604f481bcb846.wav,#f#dc#f#bcb#.wav,human,8000,1,8.533375,WAV,68326
train,3497,00cb0051-5a93-410f-a5cb-7e4c54c7d195.flac,#cb#-#a#-#f-a#cb-#e#c#c#d#.flac,ivr,16000,1,6.2,FLAC,120899
train,3498,voicemail_00101.wav,voicemail_#.wav,voicemail,16000,1,7.3043125,WAV,233782
train,3499,027c6767-3993-4d55-9a5e-9f1183509f69.flac,#c#-#-#d#-#a#e-#f#f#.flac,ivr,16000,1,5.8,FLAC,128215
train,3500,009422c5-9823-4f5c-bed7-dc8f559904df.flac,#c#-#-#f#c-bed#-dc#f#df.flac,ivr,16000,1,2.88,FLAC,60890
train,3501,es_voicemail_00343.wav,es_voicemail_#.wav,voicemail,16000,1,8.8725625,WAV,283966
train,3502,004193a1-ef5e-4a66-9b51-b39de26c9dcb.flac,#a#-ef#e-#a#-#b#-b#de#c#dcb.flac,ivr,16000,1,8.32,FLAC,192550
train,3503,response_9.wav,response_#.wav,human,8000,1,4.010625,WAV,32144
train,3504,response_17.wav,response_#.wav,human,8000,1,9.6595,WAV,77334
train,3505,031dd998-1bdc-4b2e-8bd9-50bdaed732a3.flac,#dd#-#bdc-#b#e-#bd#-#bdaed#a#.flac,ivr,16000,1,7.76,FLAC,148457
train,3506,028a399d-2a69-4172-8fb3-8b796dad33b1.flac,#a#d-#a#-#-#fb#-#b#dad#b#.flac,ivr,16000,1,6.76,FLAC,127186
train,3507,053c3f58-12d4-4b12-9b7a-bbb6bb8b2156.flac,#c#f#-#d#-#b#-#b#a-bbb#bb#b#.flac,answering_machine,16000,1,5.1335625,FLAC,85401
train,3508,01714f4f-d9a9-4739-b356-7a7f8f472b26.flac,#f#f-d#a#-#-b#-#a#f#f#b#.flac,ivr,16000,1,6.8,FLAC,144337
train,3509,response_34.wav,response_#.wav,human,8000,1,7.850625,WAV,62864
train,3510,110442ce-0c3e-4267-b60d-2b1ceda18b5d.flac,#ce-#c#e-#-b#d-#b#ceda#b#d.flac,answering_machine,16000,1,3.584,FLAC,73363
train,3511,carrier_fr_human_00020.wav,carrier_fr_human_#.wav,human,16000,1,1.56,WAV,49964
train,3512,de_am_00535.wav,de_am_#.wav,answering_machine,16000,1,9.6610625,WAV,309198
train,3513,112612a9-bb64-402d-9b72-fc81d8a78e48.flac,#a#-bb#-#d-#b#-fc#d#a#e#.flac,answering_machine,16000,1,2.623125,FLAC,44344
train,3514,CAab5b6267d75ae7abf32058c89ef081b7_3.wav,CAab#b#d#ae#abf#c#ef#b#_#.wav,human,8000,1,12.56,WAV,100538
train,3515,0213d7d4-3405-4b65-b92d-ed958535dfbf.flac,#d#d#-#-#b#-b#d-ed#dfbf.flac,ivr,16000,1,14.16,FLAC,309025
train,3516,1d6a1ff7-dffc-43dc-b8ed-3d0e3b722c6a.flac,#d#a#ff#-dffc-#dc-b#ed-#d#e#b#c#a.flac,voicemail,16000,1,15.12225,FLAC,302027
train,3517,03500f59-6ba9-4925-b0dc-a423d2c99aca.flac,#f#-#ba#-#-b#dc-a#d#c#aca.flac,ivr,16000,1,4.24,FLAC,82987
train,3518,complete_d11e72bd-ca58-45d3-b941-376b3e59fdc2_normalized.flac,complete_d#e#bd-ca#-#d#-b#-#b#e#fdc#_normalized.flac,human,16000,1,5.38625,FLAC,106916
train,3519,17e65825-0254-4c55-88c4-018c6712d2c1.flac,#e#-#-#c#-#c#-#c#d#c#.flac,voicemail,16000,1,11.47175,FLAC,221128
train,3520,03219c95-de06-4a62-aa83-06c7d1ec1ed5.flac,#c#-de#-#a#-aa#-#c#d#ec#ed#.flac,ivr,16000,1,9.76,FLAC,195449
train,3521,incomplete_a65c81cdbf3b4faca9331ffbce8725de.flac,incomplete_a#c#cdbf#b#faca#ffbce#de.flac,human,16000,1,0.7441875,FLAC,11813
train,3522,carrier_fr_answering_machine_00147.wav,carrier_fr_answering_machine_#.wav,answering_machine,16000,1,8.493,WAV,271820
train,3523,01033650-9cf4-45d3-9274-8f0934fd808e.flac,#-#cf#-#d#-#-#f#fd#e.flac,answering_machine,16000,1,11.50725,FLAC,231708
train,3524,response_12.wav,response_#.wav,human,8000,1,18.773375,WAV,150246
train,3525,0305f362-ae5b-4ef0-a8ec-f6afcec7d0f2.flac,#f#-ae#b-#ef#-a#ec-f#afcec#d#f#.flac,ivr,16000,1,5.28,FLAC,101077
train,3526,fr_human_real_00007.wav,fr_human_real_#.wav,human,16000,1,4.352,WAV,139308
train,3527,es_human_real_00279.wav,es_human_real_#.wav,human,16000,1,3.498625,WAV,112000
train,3528,voicemail_00023.wav,voicemail_#.wav,voicemail,16000,1,9.84425,WAV,315060
train,3529,06f40bcb-8cb8-4b3d-b40d-75d15cf560b2.flac,#f#bcb-#cb#-#b#d-b#d-#d#cf#b#.flac,voicemail,16000,1,13.91075,FLAC,295327
train,3530,1a5efe8b-0d1a-4fe5-b399-808717c33349.flac,#a#efe#b-#d#a-#fe#-b#-#c#.flac,voicemail,16000,1,9.319125,FLAC,148046
train,3531,complete_8a36dcb7-6368-414b-84ce-3b5f9f081830_normalized.flac,complete_#a#dcb#-#-#b-#ce-#b#f#f#_normalized.flac,human,16000,1,5.824,FLAC,112843
train,3532,complete_c181efd9-43d4-4238-bf8a-1d66c5665d2f_normalized.flac,complete_c#efd#-#d#-#-bf#a-#d#c#d#f_normalized.flac,human,16000,1,2.4,FLAC,45799
train,3533,response_22.wav,response_#.wav,human,8000,1,13.096,WAV,104826
train,3534,016c1cec-0f85-4636-9d0a-32f5465e07c9.flac,#c#cec-#f#-#-#d#a-#f#e#c#.flac,ivr,16000,1,4.36,FLAC,92244
train,3535,1b43b8ea-711f-47ff-ad10-85a8051519d2.flac,#b#b#ea-#f-#ff-ad#-#a#d#.flac,answering_machine,16000,1,15.0179375,FLAC,294159
train,3536,response_5.wav,response_#.wav,human,8000,1,8.0805,WAV,64702
train,3537,05379894-f555-445b-9bda-65bd41d87941.flac,#-f#-#b-#bda-#bd#d#.flac,answering_machine,16000,1,5.461375,FLAC,131848
train,3538,140a476c-c32e-4843-85df-84b11b3b577f.flac,#a#c-c#e-#-#df-#b#b#b#f.flac,voicemail,16000,1,14.5435625,FLAC,282444
train,3539,14bfff14-67ee-4c0a-83a2-35a0272c11fd.flac,#bfff#-#ee-#c#a-#a#-#a#c#fd.flac,answering_machine,16000,1,12.495125,FLAC,242380
train,3540,00b2c198-1e49-4583-a166-0bf1f40c52b9.flac,#b#c#-#e#-#-a#-#bf#f#c#b#.flac,answering_machine,16000,1,15.3795,FLAC,339202
train,3541,02ecb131-72c3-46c9-bddd-7c9396e7ab8b.flac,#ecb#-#c#-#c#-bddd-#c#e#ab#b.flac,voicemail,16000,1,15.02575,FLAC,248650
train,3542,12dda53a-47a9-4ddf-9560-93d489e14839.flac,#dda#a-#a#-#ddf-#-#d#e#.flac,voicemail,16000,1,15.43125,FLAC,295987
train,3543,602664e4dc3604f481bcb498.wav,#e#dc#f#bcb#.wav,human,8000,1,9.728,WAV,77882
train,3544,00d0b905-edf6-4a5e-b66d-c50b4ad44461.flac,#d#b#-edf#-#a#e-b#d-c#b#ad#.flac,ivr,16000,1,7.84,FLAC,165363
train,3545,human_tts_00072.wav,human_tts_#.wav,human,16000,1,1.8,WAV,57644
train,3546,ivr_00006.wav,ivr_#.wav,ivr,16000,1,8.952,WAV,286508
train,3547,10667858-4f5a-4306-bc80-11e4a697fb48.flac,#-#f#a-#-bc#-#e#a#fb#.flac,voicemail,16000,1,14.30525,FLAC,298438
train,3548,1ab373cf-5836-40c9-8996-100adfe8a447.flac,#ab#cf-#-#c#-#-#adfe#a#.flac,voicemail,16000,1,16.0,FLAC,311256
train,3549,fr_ivr_00195.wav,fr_ivr_#.wav,ivr,16000,1,9.026,WAV,288876
train,3550,0ab2f620-4038-4665-b9d4-d75884f9ac0d.flac,#ab#f#-#-#-b#d#-d#f#ac#d.flac,answering_machine,16000,1,7.691,FLAC,146214
train,3551,response_27.wav,response_#.wav,human,8000,1,4.693375,WAV,37606
